,block,block_group,census_tract,american_indian_and_alaska_native,asian,black_or_african_american,hispanic_or_latino,native_hawaiian_and_other_pacific_islander,one_race_total,some_other_race,total_population,total_population_not_hispanic_or_latino,two_or_more_races,white
1949,1013,1,020200,0,0,0,0,0,0,0,0,0,0,0
1950,1014,1,020200,0,0,0,0,0,0,0,0,0,0,0
1951,1015,1,020200,0,0,0,0,0,0,0,0,0,0,0
1952,2000,2,020200,0,45,2,32,0,152,6,155,123,3,99
1953,2001,2,020200,0,0,0,0,0,0,0,0,0,0,0
1954,2002,2,020200,3,48,9,44,0,438,19,457,413,19,359
1955,2003,2,020200,2,48,7,83,0,304,19,318,235,14,228
1956,2004,2,020200,0,0,0,0,0,0,0,0,0,0,0
1957,2005,2,020200,2,77,39,118,2,360,49,378,260,18,191
1958,2006,2,020200,6,57,24,54,0,343,18,353,299,10,238
1959,2007,2,020200,13,167,144,142,7,459,42,486,344,27,86
1960,2008,2,020200,0,47,32,32,8,117,14,120,88,3,16
1961,2009,2,020200,0,19,2,23,0,152,10,155,132,3,121
1962,2010,2,020200,0,16,4,15,0,146,6,155,140,9,120
1963,3000,3,020200,7,58,29,258,2,430,146,471,213,41,188
1964,3001,3,020200,1,32,5,38,0,184,11,195,157,11,135
1965,3002,3,020200,0,0,0,0,0,0,0,0,0,0,0
1966,3003,3,020200,5,121,32,97,1,626,31,656,559,30,436
1967,3004,3,020200,8,52,23,79,0,378,25,398,319,20,270
1968,3005,3,020200,0,0,0,0,0,0,0,0,0,0,0
1969,3006,3,020200,8,29,9,43,0,263,10,274,231,11,207
1970,3007,3,020200,9,37,17,131,1,293,66,321,190,28,163
1971,3008,3,020200,3,23,8,45,0,197,12,207,162,10,151
1972,1000,1,020300,0,0,0,0,0,0,0,0,0,0,0
1973,1001,1,020300,0,4,2,8,0,75,3,78,70,3,66
1974,1002,1,020300,0,0,0,0,0,0,0,0,0,0,0
1975,1003,1,020300,2,44,4,31,0,252,13,257,226,5,189
1976,1004,1,020300,0,0,0,0,0,0,0,0,0,0,0
1977,1005,1,020300,1,7,4,5,2,76,2,81,76,5,60
1978,1006,1,020300,0,0,0,0,0,0,0,0,0,0,0
1979,1007,1,020300,2,55,2,49,0,285,12,301,252,16,214
1980,1008,1,020300,1,40,0,22,1,229,8,233,211,4,179
1981,1009,1,020300,0,5,0,10,0,30,3,35,25,5,22
1982,1010,1,020300,4,46,14,62,1,335,32,349,287,14,238
1983,1011,1,020300,0,0,0,0,0,0,0,0,0,0,0
1984,1012,1,020300,0,0,0,0,0,0,0,0,0,0,0
1985,2000,2,020300,0,2,0,0,0,2,0,2,2,0,0
1986,2001,2,020300,0,9,1,9,0,63,2,66,57,3,51
1987,2002,2,020300,2,20,3,26,0,175,19,185,159,10,131
1988,2003,2,020300,0,9,0,8,0,64,5,70,62,6,50
1989,2004,2,020300,0,0,0,0,0,0,0,0,0,0,0
1990,2005,2,020300,2,18,3,27,1,157,8,164,137,7,125
1991,2006,2,020300,1,6,2,22,0,131,9,141,119,10,113
1992,2007,2,020300,0,0,0,0,0,0,0,0,0,0,0
1993,3000,3,020300,0,0,0,0,0,0,0,0,0,0,0
1994,3001,3,020300,1,4,4,13,0,66,9,70,57,4,48
1995,3002,3,020300,1,30,15,83,0,291,47,309,226,18,198
1996,3003,3,020300,0,24,8,37,0,239,16,256,219,17,191
1997,3004,3,020300,2,13,7,17,0,135,3,144,127,9,110
1998,3005,3,020300,0,0,0,0,0,0,0,0,0,0,0
1999,3006,3,020300,1,14,7,26,0,152,11,159,133,7,119
2000,3007,3,020300,0,18,1,10,0,123,0,134,124,11,104
2001,3008,3,020300,0,0,0,0,0,0,0,0,0,0,0
2002,1000,1,020401,1,16,1,12,0,215,3,221,209,6,194
2003,1001,1,020401,1,19,1,7,0,130,0,138,131,8,109
2004,1002,1,020401,1,19,6,16,0,175,9,183,167,8,140
2005,1003,1,020401,0,0,0,0,0,0,0,0,0,0,0
2006,1004,1,020401,0,8,1,3,0,50,0,52,49,2,41
2007,1005,1,020401,0,0,0,0,0,0,0,0,0,0,0
2008,1006,1,020401,0,8,0,5,0,83,3,85,80,2,72
2009,1007,1,020401,0,3,1,1,0,22,3,23,22,1,15
2010,1008,1,020401,0,5,1,3,0,49,0,50,47,1,43
2011,1009,1,020401,0,5,1,7,0,59,0,61,54,2,53
2012,1010,1,020401,1,1,1,1,0,29,0,29,28,0,26
2013,1011,1,020401,0,12,2,1,0,70,1,72,71,2,55
2014,1012,1,020401,0,0,0,0,0,0,0,0,0,0,0
2015,1013,1,020401,0,1,0,0,0,12,0,12,12,0,11
2016,1014,1,020401,0,0,0,0,0,0,0,0,0,0,0
2017,1015,1,020401,0,0,0,0,0,0,0,0,0,0,0
2018,2000,2,020401,0,6,0,8,1,95,1,95,87,0,87
2019,2001,2,020401,0,16,1,6,0,83,3,87,81,4,63
2020,2002,2,020401,0,22,0,8,0,113,2,121,113,8,89
2021,2003,2,020401,0,2,1,3,0,27,1,29,26,2,23
2022,2004,2,020401,0,25,1,10,0,130,3,130,120,0,101
2023,2005,2,020401,0,0,0,0,0,8,0,8,8,0,8
2024,2006,2,020401,0,6,0,1,0,24,0,25,24,1,18
2025,2007,2,020401,1,20,4,10,0,133,3,136,126,3,105
2026,2008,2,020401,0,5,2,3,0,30,2,31,28,1,21
2027,2009,2,020401,0,9,2,2,0,31,2,32,30,1,18
2028,3000,3,020401,0,4,3,5,0,48,1,48,43,0,40
2029,3001,3,020401,0,0,0,0,0,0,0,0,0,0,0
2030,3002,3,020401,0,6,5,5,0,93,0,98,93,5,82
2031,3003,3,020401,0,6,0,9,0,82,0,86,77,4,76
2032,3004,3,020401,0,20,4,14,0,197,6,202,188,5,167
2033,3005,3,020401,1,5,0,0,0,53,0,55,55,2,47
2034,3006,3,020401,0,0,0,0,0,0,0,0,0,0,0
2035,3007,3,020401,0,3,5,7,0,35,2,36,29,1,25
2036,3008,3,020401,0,0,1,0,0,7,0,7,7,0,6
2037,3009,3,020401,0,6,1,1,0,17,0,17,16,0,10
2038,3010,3,020401,0,16,2,19,0,155,3,170,151,15,134
2039,3011,3,020401,0,0,0,0,0,0,0,0,0,0,0
2040,3012,3,020401,0,0,0,0,0,0,0,0,0,0,0
2041,3013,3,020401,1,18,4,22,0,196,10,207,185,11,163
2042,3014,3,020401,0,14,3,11,0,128,2,131,120,3,109
2043,3015,3,020401,1,6,2,4,1,47,0,52,48,5,37
2044,3016,3,020401,0,6,3,2,0,86,5,88,86,2,72
2045,3017,3,020401,1,2,0,5,0,28,0,29,24,1,25
2046,1000,1,020402,0,90,11,40,1,384,17,410,370,26,265
2047,1001,1,020402,0,0,0,0,0,0,0,0,0,0,0
2048,1002,1,020402,2,6,0,8,0,58,6,61,53,3,44
2049,1003,1,020402,3,61,7,18,0,163,2,174,156,11,90
2050,1004,1,020402,1,26,18,39,3,218,8,230,191,12,162
2051,1005,1,020402,0,0,0,0,0,0,0,0,0,0,0
2052,1006,1,020402,0,20,1,9,0,51,0,58,49,7,30
2053,1007,1,020402,0,20,6,10,0,121,1,131,121,10,94
2054,1008,1,020402,1,25,4,8,0,160,4,165,157,5,126
2055,1009,1,020402,1,17,3,22,2,116,8,121,99,5,85
2056,1010,1,020402,0,25,5,19,0,159,12,165,146,6,117
2057,1011,1,020402,0,33,2,19,0,137,9,145,126,8,93
2058,1012,1,020402,0,23,4,22,0,158,8,163,141,5,123
2059,1013,1,020402,6,63,12,30,3,334,21,360,330,26,229
2060,1014,1,020402,0,0,0,0,0,0,0,0,0,0,0
2061,1015,1,020402,0,0,0,0,0,0,0,0,0,0,0
2062,2000,2,020402,0,6,0,12,0,106,1,106,94,0,99
2063,2001,2,020402,1,44,7,41,1,341,12,361,320,20,276
2064,2002,2,020402,1,6,0,8,1,85,0,87,79,2,77
2065,2003,2,020402,0,4,0,3,0,25,2,26,23,1,19
2066,2004,2,020402,1,7,0,2,1,47,0,47,45,0,38
2067,2005,2,020402,1,16,10,32,0,242,5,257,225,15,210
2068,2006,2,020402,0,0,0,0,0,0,0,0,0,0,0
2069,2007,2,020402,0,8,0,1,0,80,0,80,79,0,72
2070,2008,2,020402,0,11,4,12,0,90,4,90,78,0,71
2071,2009,2,020402,0,13,1,8,0,75,0,78,70,3,61
2072,2010,2,020402,0,10,0,12,1,85,4,92,80,7,70
2073,2011,2,020402,0,24,8,13,0,157,5,163,150,6,120
2074,2012,2,020402,0,0,0,1,0,12,1,12,11,0,11
2075,2013,2,020402,0,10,7,24,0,137,7,144,120,7,113
2076,2014,2,020402,0,3,0,0,0,3,0,3,3,0,0
2077,2015,2,020402,0,9,2,7,0,82,2,83,76,1,69
2078,2016,2,020402,0,25,7,27,0,159,6,165,138,6,121
2079,2017,2,020402,0,0,0,0,0,0,0,0,0,0,0
2080,2018,2,020402,0,2,0,2,0,19,1,20,18,1,16
2081,1000,1,020500,0,0,0,0,0,0,0,0,0,0,0
2082,1001,1,020500,0,0,0,1,0,2,0,2,1,0,2
2083,1002,1,020500,0,0,0,0,0,20,0,20,20,0,20
2084,1003,1,020500,0,8,0,6,0,71,4,74,68,3,59
2085,1004,1,020500,0,5,2,5,0,59,4,62,57,3,48
2086,1005,1,020500,0,1,2,2,0,16,0,16,14,0,13
2087,1006,1,020500,0,19,0,12,0,154,4,157,145,3,131
2088,1007,1,020500,1,11,2,9,0,116,2,123,114,7,100
2089,1008,1,020500,1,14,5,8,0,119,1,123,115,4,98
2090,1009,1,020500,2,15,5,17,0,147,10,154,137,7,115
2091,1010,1,020500,0,0,0,0,0,0,0,0,0,0,0
2092,1011,1,020500,0,0,0,0,0,0,0,0,0,0,0
2093,2000,2,020500,1,9,3,17,0,135,10,140,123,5,112
2094,2001,2,020500,0,5,1,1,1,26,0,26,25,0,19
2095,2002,2,020500,6,32,7,23,0,266,6,276,253,10,215
2096,2003,2,020500,2,15,1,19,0,159,4,168,149,9,137
2097,2004,2,020500,0,12,2,6,1,108,0,120,114,12,93
2098,2005,2,020500,3,16,2,15,0,192,4,202,187,10,167
2099,3000,3,020500,0,14,3,15,0,175,4,180,165,5,154
2100,3001,3,020500,0,15,3,1,0,140,3,141,140,1,119
2101,3002,3,020500,1,9,0,9,0,169,3,184,175,15,156
2102,3003,3,020500,0,4,3,5,0,117,0,122,117,5,110
2103,3004,3,020500,0,10,2,12,0,137,2,137,125,0,123
2104,3005,3,020500,0,23,2,9,1,151,0,156,147,5,125
2105,1000,1,020600,0,11,0,6,0,121,3,127,121,6,107
2106,1001,1,020600,0,21,8,22,1,237,9,248,226,11,198
2107,1002,1,020600,0,58,31,69,0,362,32,384,315,22,241
2108,1003,1,020600,0,18,3,22,0,180,10,190,168,10,149
2109,1004,1,020600,0,0,0,0,0,0,0,0,0,0,0
2110,1005,1,020600,0,0,0,0,0,0,0,0,0,0,0
2111,1006,1,020600,0,0,0,0,0,0,0,0,0,0,0
2112,1007,1,020600,1,18,4,25,0,223,5,231,206,8,195
2113,1008,1,020600,0,15,3,14,0,191,8,204,190,13,165
2114,1009,1,020600,0,0,0,0,0,0,0,0,0,0,0
2115,1010,1,020600,0,0,0,0,0,0,0,0,0,0,0
2116,1011,1,020600,0,0,0,0,0,0,0,0,0,0,0
2117,1012,1,020600,0,3,0,1,0,15,0,15,14,0,12
2118,1013,1,020600,0,11,0,20,0,168,6,172,152,4,151
2119,2000,2,020600,0,22,0,14,0,185,6,194,180,9,157
2120,2001,2,020600,0,8,1,4,0,140,0,140,136,0,131
2121,2002,2,020600,0,0,0,2,0,2,0,3,1,1,2
2122,2003,2,020600,0,5,0,3,1,86,1,89,86,3,79
2123,2004,2,020600,0,8,0,6,0,61,1,61,55,0,52
2124,2005,2,020600,0,7,6,6,0,118,0,122,116,4,105
2125,2006,2,020600,2,13,7,9,0,145,1,152,143,7,122
2126,2007,2,020600,0,0,0,0,0,0,0,0,0,0,0
2127,2008,2,020600,0,0,0,3,0,29,0,29,26,0,29
2128,2009,2,020600,0,0,0,0,0,0,0,0,0,0,0
2129,3000,3,020600,1,6,2,8,0,96,2,101,93,5,85
2130,3001,3,020600,1,8,1,5,0,130,4,135,130,5,116
2131,3002,3,020600,0,31,7,26,2,253,9,267,241,14,204
2132,3003,3,020600,1,18,0,11,1,147,2,152,141,5,125
2133,3004,3,020600,0,5,0,4,0,100,1,100,96,0,94
2134,3005,3,020600,0,22,1,23,0,147,13,150,127,3,111
2135,4000,4,020600,0,13,2,16,2,164,5,171,155,7,142
2136,4001,4,020600,0,11,9,15,0,193,6,197,182,4,167
2137,4002,4,020600,3,7,4,34,0,171,11,180,146,9,146
2138,4003,4,020600,0,9,2,13,0,123,1,125,112,2,111
2139,4004,4,020600,3,15,2,26,2,203,6,214,188,11,175
2140,4005,4,020600,3,27,5,29,0,196,2,212,183,16,159
2141,4006,4,020600,1,19,3,19,2,161,4,177,158,16,132
2142,4007,4,020600,1,9,3,5,0,166,5,169,164,3,148
2143,1000,1,020700,0,3,0,7,2,48,1,50,43,2,42
2144,1001,1,020700,2,48,2,90,0,279,61,295,205,16,166
2145,1002,1,020700,0,0,0,0,1,2,0,2,2,0,1
2146,1003,1,020700,3,50,5,42,1,306,12,336,294,30,235
2147,1004,1,020700,0,40,16,55,0,279,29,302,247,23,194
2148,1005,1,020700,2,33,5,47,0,169,15,176,129,7,114
2149,1006,1,020700,0,10,2,39,0,252,18,265,226,13,222
2150,1007,1,020700,2,53,11,39,1,300,11,317,278,17,222
2151,1008,1,020700,0,3,0,3,0,27,0,27,24,0,24
2152,1009,1,020700,0,25,3,47,0,197,15,204,157,7,154
2153,1010,1,020700,5,27,4,31,0,135,8,143,112,8,91
2154,1011,1,020700,0,22,4,50,0,166,26,178,128,12,114
2155,2000,2,020700,0,7,0,29,0,106,20,109,80,3,79
2156,2001,2,020700,2,31,2,42,0,234,16,244,202,10,183
2157,2002,2,020700,0,0,0,0,0,4,0,4,4,0,4
