precinctid,no,under_vote,precincts,ballots_cast,over_vote,registration,yes
1101,158,14,1,446,0,586,270
1102,276,26,1,810,0,996,505
1103,263,17,1,781,0,971,498
1104,297,28,1,763,0,991,441
1106,197,18,1,600,0,808,378
1107,150,14,1,506,0,781,335
1108,238,23,1,744,1,951,479
1109,231,26,1,617,0,809,356
1111,285,30,1,717,0,1031,394
1112,220,21,1,557,0,765,309
1113,247,14,1,547,0,713,277
1114,335,37,1,741,0,971,369
1115,279,22,1,746,0,910,443
1116,219,28,1,636,2,913,382
1117,212,18,1,644,0,886,406
1118,276,23,1,776,0,1031,471
1119,195,22,1,587,1,783,364
1121,244,19,1,525,0,691,263
1122,218,12,1,482,0,658,248
1123,248,22,1,646,0,954,374
1124,218,21,1,556,0,831,311
1125,316,31,1,745,0,1029,393
1126,322,24,1,701,0,954,345
1127,336,16,1,685,0,911,336
1128,326,28,1,686,0,907,324
1129,334,34,1,703,0,951,335
1131,271,30,1,574,0,853,270
1132,319,37,1,721,0,982,356
1133,271,23,1,661,1,870,358
1134,260,18,1,593,0,793,312
1135,185,12,1,421,0,521,223
1136,265,22,1,669,0,857,378
1141,291,22,1,812,1,1047,495
1142,237,32,1,667,0,858,386
1143,307,33,1,801,0,1056,455
1144,260,27,1,713,1,928,425
1145,247,20,1,753,0,931,477
1146,308,24,1,791,0,1036,458
1147,250,16,1,734,0,927,464
1148,288,25,1,727,0,992,411
1149,264,26,1,747,1,950,453
1151,0,0,1,0,0,0,0
1152,322,19,1,671,1,898,330
1153,314,27,1,749,0,961,398
1154,0,0,1,0,0,0,0
7001,116,16,1,559,0,742,425
7002,197,28,1,997,1,1225,770
7003,130,23,1,834,0,927,678
7004,111,21,1,808,1,896,665
7005,101,21,1,755,0,853,626
7006,105,22,1,799,0,966,669
7007,124,23,1,870,1,987,712
7008,135,24,1,820,1,882,652
7009,115,25,1,750,0,931,605
7011,110,19,1,621,0,1063,488
7012,137,19,1,925,1,1034,762
7013,70,13,1,640,0,733,553
7014,117,24,1,928,0,1073,782
7015,14,1,1,81,0,113,65
7016,197,27,1,593,0,977,368
7017,89,18,1,469,0,786,363
7018,277,44,1,672,0,992,348
7019,220,27,1,696,1,945,446
7021,169,24,1,631,0,993,433
7022,192,27,1,667,0,1032,438
7023,182,27,1,671,0,938,452
7024,29,4,1,119,0,309,85
7025,45,11,1,266,0,505,209
7026,349,30,1,700,0,1022,310
7027,237,24,1,577,1,879,311
7028,138,23,1,544,0,900,383
7029,114,27,1,525,0,924,381
7030,309,27,1,558,0,787,220
7031,140,19,1,392,0,511,227
7032,210,24,1,589,2,938,346
7033,172,33,1,546,0,814,342
7034,125,23,1,515,0,954,367
7035,94,13,1,341,0,476,233
7036,279,23,1,596,1,967,293
7037,93,15,1,379,0,840,270
7038,287,33,1,595,0,960,277
7039,264,26,1,625,0,831,334
7041,19,3,1,42,0,62,21
7042,184,17,1,514,0,697,311
7043,213,28,1,640,0,990,394
7044,130,14,1,415,0,867,271
7045,285,17,1,531,1,803,221
7046,120,6,1,319,0,435,191
7047,262,24,1,602,1,858,308
7048,223,35,1,518,1,877,255
7049,280,24,1,534,0,829,227
7051,301,25,1,612,0,909,281
7052,295,22,1,675,1,894,355
7053,144,14,1,462,0,552,292
7054,213,18,1,683,3,1068,446
7101,10,1,1,126,0,150,114
7201,166,27,1,868,0,983,665
7202,171,16,1,752,0,885,555
7203,133,15,1,840,0,950,680
7204,171,18,1,833,1,933,633
7205,165,26,1,815,2,903,616
7206,48,8,1,340,1,390,283
7207,104,23,1,595,0,712,463
7208,105,32,1,539,1,635,391
7209,141,18,1,491,0,563,326
7301,229,43,1,813,0,1080,541
7302,213,32,1,732,0,862,482
7303,187,29,1,851,0,1032,634
7304,166,33,1,828,0,993,628
7305,134,19,1,772,1,906,607
7306,171,40,1,882,0,1076,644
7307,137,30,1,674,0,826,498
7308,112,19,1,548,0,641,415
7309,126,18,1,764,0,897,610
7311,136,30,1,853,0,986,678
7312,193,25,1,768,0,874,547
7313,190,25,1,798,1,1001,574
7314,201,58,1,511,1,833,243
7315,134,17,1,597,1,783,437
7316,170,28,1,661,0,893,460
7317,185,20,1,743,0,938,529
7318,165,35,1,689,0,788,479
7319,188,24,1,908,0,1123,684
7321,183,16,1,493,0,683,289
7322,261,68,1,526,1,937,192
7323,177,24,1,727,0,888,512
7324,142,24,1,601,0,756,428
7325,157,27,1,792,1,973,596
7326,191,28,1,749,0,922,517
7327,226,34,1,434,0,762,174
7328,279,77,1,617,1,1024,263
7329,143,22,1,454,0,607,287
7331,248,23,1,793,0,933,511
7332,119,22,1,718,1,889,568
7333,179,28,1,888,0,1101,670
7334,136,29,1,774,0,963,597
7335,180,19,1,894,0,1002,685
7336,195,29,1,883,0,1017,651
7337,180,17,1,755,0,944,554
7338,245,68,1,695,0,1005,376
7339,108,13,1,495,0,660,369
7341,129,25,1,765,1,974,601
7342,152,30,1,791,0,1034,602
7343,84,20,1,618,0,746,509
7344,155,28,1,916,0,1143,727
7345,117,30,1,891,0,1186,733
7346,121,24,1,762,0,991,611
7347,112,31,1,841,1,1085,682
7348,148,32,1,647,0,957,461
7349,165,30,1,771,1,1006,566
7501,105,15,1,522,1,574,394
7502,150,24,1,694,0,808,513
7503,142,13,1,688,0,808,529
7504,85,42,1,420,0,503,285
7505,230,41,1,762,0,915,479
7506,146,22,1,798,0,1018,616
7507,187,17,1,631,0,992,425
7508,155,29,1,606,1,735,417
7509,160,25,1,825,0,1006,630
7512,134,21,1,493,0,638,334
7513,126,33,1,601,0,836,442
