precinctid,no,under_vote,precincts,ballots_cast,over_vote,registration,yes
1101,253,46,1,446,2,586,141
1102,493,77,1,810,0,996,237
1103,480,68,1,781,0,971,230
1104,440,79,1,763,0,991,247
1106,332,71,1,600,0,808,190
1107,289,49,1,506,0,781,161
1108,414,78,1,744,0,951,249
1109,329,77,1,617,0,809,207
1111,370,82,1,717,0,1031,257
1112,286,68,1,557,2,765,194
1113,282,71,1,547,0,713,185
1114,415,97,1,741,1,971,228
1115,395,106,1,746,1,910,242
1116,323,89,1,636,0,913,219
1117,351,55,1,644,0,886,230
1118,385,85,1,776,0,1031,300
1119,326,73,1,587,0,783,183
1121,264,69,1,525,0,691,193
1122,243,59,1,482,0,658,176
1123,340,83,1,646,0,954,221
1124,286,71,1,556,0,831,193
1125,361,102,1,745,2,1029,275
1126,370,70,1,701,0,954,251
1127,357,63,1,685,0,911,268
1128,314,101,1,686,0,907,263
1129,330,85,1,703,0,951,288
1131,282,67,1,574,0,853,222
1132,340,107,1,721,0,982,265
1133,332,79,1,661,0,870,242
1134,305,79,1,593,0,793,206
1135,245,39,1,421,1,521,135
1136,332,76,1,669,3,857,254
1141,480,80,1,812,0,1047,249
1142,353,79,1,667,0,858,223
1143,455,95,1,801,0,1056,245
1144,402,87,1,713,0,928,224
1145,464,71,1,753,0,931,209
1146,437,89,1,791,0,1036,264
1147,431,62,1,734,0,927,237
1148,375,79,1,727,0,992,270
1149,412,89,1,747,1,950,242
1151,0,0,1,0,0,0,0
1152,377,70,1,671,0,898,225
1153,393,79,1,749,0,961,267
1154,0,0,1,0,0,0,0
7001,377,51,1,559,0,742,129
7002,580,119,1,997,0,1225,297
7003,578,74,1,834,0,927,179
7004,561,96,1,808,0,896,141
7005,520,80,1,755,1,853,147
7006,569,75,1,799,0,966,152
7007,611,95,1,870,1,987,153
7008,586,71,1,820,0,882,155
7009,499,80,1,750,0,931,166
7011,376,72,1,621,0,1063,169
7012,617,94,1,925,0,1034,208
7013,426,66,1,640,0,733,144
7014,619,96,1,928,0,1073,208
7015,48,6,1,81,0,113,26
7016,313,74,1,593,0,977,205
7017,271,56,1,469,1,786,142
7018,360,96,1,672,0,992,213
7019,379,70,1,696,0,945,245
7021,380,66,1,631,0,993,180
7022,378,87,1,667,0,1032,192
7023,400,65,1,671,2,938,194
7024,61,7,1,119,0,309,50
7025,154,33,1,266,0,505,78
