OBJECTID,precinct_id,num_blocks,total_population,hispanic_or_latino,NeighRep,SupDist,DISTRICT,CongDist,BARTDist,white,two_or_more_races,one_race_total,AssemDist,PREC_2010,native_hawaiian_and_other_pacif,PREC_2012,asian,total_population_not_hispanic_o,black_or_african_american,american_indian_and_alaska_nati,some_other_race
151,7348,25,2169.000000000000000,298.000000000000000,CVC CTR/DWTN,3,03,12,9,936.000000000000000,112.000000000000000,2057.000000000000000,17,3347,9.000000000000000,7348,820.000000000000000,1871.000000000000000,155.000000000000000,22.000000000000000,115.000000000000000
152,7349,27,1626.000000000000000,141.000000000000000,CVC CTR/DWTN,3,03,12,9,756.000000000000000,52.000000000000000,1574.000000000000000,17,3348,1.000000000000000,7349,711.000000000000000,1485.000000000000000,44.000000000000000,6.000000000000000,56.000000000000000
153,7501,7,720.000000000000000,44.000000000000000,MAR/PAC HTS,5,05,12,9,480.000000000000000,49.000000000000000,671.000000000000000,17,3502,0.000000000000000,7501,160.000000000000000,676.000000000000000,14.000000000000000,1.000000000000000,16.000000000000000
154,7502,7,1253.000000000000000,65.000000000000000,MAR/PAC HTS,5,05,12,9,709.000000000000000,55.000000000000000,1198.000000000000000,17,3503,3.000000000000000,7502,403.000000000000000,1188.000000000000000,50.000000000000000,3.000000000000000,30.000000000000000
155,7503,5,1164.000000000000000,101.000000000000000,MAR/PAC HTS,5,05,12,9,801.000000000000000,38.000000000000000,1126.000000000000000,17,3504,3.000000000000000,7503,259.000000000000000,1063.000000000000000,35.000000000000000,5.000000000000000,23.000000000000000
156,7504,12,860.000000000000000,123.000000000000000,WST ADDITION,5,05,12,9,220.000000000000000,43.000000000000000,817.000000000000000,17,3505,0.000000000000000,7504,393.000000000000000,737.000000000000000,108.000000000000000,1.000000000000000,95.000000000000000
157,7505,2,1320.000000000000000,81.000000000000000,WST ADDITION,5,05,12,9,709.000000000000000,41.000000000000000,1279.000000000000000,17,3506,1.000000000000000,7505,494.000000000000000,1239.000000000000000,29.000000000000000,2.000000000000000,44.000000000000000
158,7506,10,2269.000000000000000,156.000000000000000,WST ADDITION,5,05,12,9,899.000000000000000,101.000000000000000,2168.000000000000000,17,3508,4.000000000000000,7506,909.000000000000000,2113.000000000000000,294.000000000000000,1.000000000000000,61.000000000000000
159,7507,13,1610.000000000000000,179.000000000000000,WST ADDITION,5,05,12,9,379.000000000000000,101.000000000000000,1509.000000000000000,17,3509,18.000000000000000,7507,488.000000000000000,1431.000000000000000,548.000000000000000,6.000000000000000,70.000000000000000
160,7508,5,1057.000000000000000,103.000000000000000,WST ADDITION,5,05,12,9,577.000000000000000,31.000000000000000,1026.000000000000000,17,3608,2.000000000000000,7508,343.000000000000000,954.000000000000000,57.000000000000000,2.000000000000000,45.000000000000000
161,7509,7,278.000000000000000,16.000000000000000,MAR/PAC HTS,5,05,12,9,179.000000000000000,9.000000000000000,269.000000000000000,17,3243,0.000000000000000,7509,68.000000000000000,262.000000000000000,14.000000000000000,0.000000000000000,8.000000000000000
162,7511,11,1217.000000000000000,157.000000000000000,WST ADDITION,5,05,12,9,667.000000000000000,63.000000000000000,1154.000000000000000,17,3609,4.000000000000000,7511,346.000000000000000,1060.000000000000000,63.000000000000000,8.000000000000000,66.000000000000000
163,7512,2,908.000000000000000,39.000000000000000,WST ADDITION,5,05,12,9,582.000000000000000,34.000000000000000,874.000000000000000,17,3519,1.000000000000000,7512,139.000000000000000,869.000000000000000,145.000000000000000,0.000000000000000,7.000000000000000
164,7513,5,1541.000000000000000,173.000000000000000,WST ADDITION,5,05,12,9,636.000000000000000,89.000000000000000,1452.000000000000000,17,3510,5.000000000000000,7513,349.000000000000000,1368.000000000000000,401.000000000000000,7.000000000000000,54.000000000000000
165,7514,12,1566.000000000000000,169.000000000000000,WST ADDITION,5,05,12,9,237.000000000000000,92.000000000000000,1474.000000000000000,17,3522,8.000000000000000,7514,402.000000000000000,1397.000000000000000,754.000000000000000,1.000000000000000,72.000000000000000
166,7515,6,1311.000000000000000,145.000000000000000,WST ADDITION,5,05,12,9,383.000000000000000,52.000000000000000,1259.000000000000000,17,3523,2.000000000000000,7515,442.000000000000000,1166.000000000000000,370.000000000000000,5.000000000000000,57.000000000000000
167,7516,8,1243.000000000000000,90.000000000000000,WST ADDITION,5,05,12,9,670.000000000000000,47.000000000000000,1196.000000000000000,17,3650,0.000000000000000,7516,430.000000000000000,1153.000000000000000,59.000000000000000,7.000000000000000,30.000000000000000
168,7517,5,1113.000000000000000,82.000000000000000,HAIGHT ASH,5,05,12,9,841.000000000000000,65.000000000000000,1048.000000000000000,17,3524,1.000000000000000,7517,114.000000000000000,1031.000000000000000,71.000000000000000,4.000000000000000,17.000000000000000
169,7518,6,1160.000000000000000,80.000000000000000,HAIGHT ASH,5,05,12,9,813.000000000000000,60.000000000000000,1100.000000000000000,17,3525,1.000000000000000,7518,161.000000000000000,1080.000000000000000,87.000000000000000,9.000000000000000,29.000000000000000
170,7519,4,994.000000000000000,97.000000000000000,HAIGHT ASH,5,05,12,9,682.000000000000000,69.000000000000000,925.000000000000000,17,3516,0.000000000000000,7519,124.000000000000000,897.000000000000000,76.000000000000000,2.000000000000000,41.000000000000000
171,7521,5,1152.000000000000000,134.000000000000000,HAIGHT ASH,5,05,12,9,840.000000000000000,86.000000000000000,1066.000000000000000,17,3526,1.000000000000000,7521,107.000000000000000,1018.000000000000000,74.000000000000000,6.000000000000000,38.000000000000000
172,7522,6,996.000000000000000,99.000000000000000,WST ADDITION,5,05,12,9,754.000000000000000,43.000000000000000,953.000000000000000,17,3518,5.000000000000000,7522,84.000000000000000,897.000000000000000,79.000000000000000,6.000000000000000,25.000000000000000
173,7523,6,1142.000000000000000,103.000000000000000,WST ADDITION,5,05,12,9,740.000000000000000,87.000000000000000,1055.000000000000000,17,3527,1.000000000000000,7523,152.000000000000000,1039.000000000000000,110.000000000000000,5.000000000000000,47.000000000000000
174,7524,5,935.000000000000000,149.000000000000000,WST ADDITION,5,05,12,9,448.000000000000000,53.000000000000000,882.000000000000000,17,3521,1.000000000000000,7524,78.000000000000000,786.000000000000000,285.000000000000000,8.000000000000000,62.000000000000000
175,7525,10,1290.000000000000000,162.000000000000000,WST ADDITION,5,05,12,9,595.000000000000000,47.000000000000000,1243.000000000000000,17,3532,1.000000000000000,7525,127.000000000000000,1128.000000000000000,459.000000000000000,8.000000000000000,53.000000000000000
176,7526,14,1150.000000000000000,148.000000000000000,WST ADDITION,5,05,12,9,839.000000000000000,46.000000000000000,1104.000000000000000,17,3533,4.000000000000000,7526,142.000000000000000,1002.000000000000000,63.000000000000000,6.000000000000000,50.000000000000000
177,7527,6,0.000000000000000,0.000000000000000,NA,5,05,12,9,0.000000000000000,0.000000000000000,0.000000000000000,17,GG Park,0.000000000000000,7527,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
178,7528,5,1009.000000000000000,118.000000000000000,WST ADDITION,5,05,12,9,668.000000000000000,34.000000000000000,975.000000000000000,17,3528,3.000000000000000,7528,154.000000000000000,891.000000000000000,110.000000000000000,3.000000000000000,37.000000000000000
179,7529,6,1264.000000000000000,238.000000000000000,WST ADDITION,5,05,12,9,835.000000000000000,75.000000000000000,1189.000000000000000,17,3529,3.000000000000000,7529,88.000000000000000,1026.000000000000000,125.000000000000000,7.000000000000000,131.000000000000000
180,7531,4,1092.000000000000000,132.000000000000000,WST ADDITION,5,05,12,9,772.000000000000000,69.000000000000000,1023.000000000000000,17,3531,1.000000000000000,7531,107.000000000000000,960.000000000000000,74.000000000000000,5.000000000000000,64.000000000000000
181,7532,7,1001.000000000000000,129.000000000000000,WST ADDITION,5,05,12,9,618.000000000000000,49.000000000000000,952.000000000000000,17,3533,1.000000000000000,7532,177.000000000000000,872.000000000000000,108.000000000000000,0.000000000000000,48.000000000000000
182,7533,6,1208.000000000000000,120.000000000000000,HAIGHT ASH,5,05,12,9,964.000000000000000,63.000000000000000,1145.000000000000000,17,3534,4.000000000000000,7533,116.000000000000000,1088.000000000000000,22.000000000000000,6.000000000000000,33.000000000000000
183,7534,5,1072.000000000000000,79.000000000000000,HAIGHT ASH,5,05,12,9,871.000000000000000,57.000000000000000,1015.000000000000000,17,3535,0.000000000000000,7534,81.000000000000000,993.000000000000000,46.000000000000000,5.000000000000000,12.000000000000000
184,7535,4,992.000000000000000,101.000000000000000,HAIGHT ASH,5,05,12,9,713.000000000000000,64.000000000000000,928.000000000000000,17,3536,1.000000000000000,7535,118.000000000000000,891.000000000000000,63.000000000000000,3.000000000000000,30.000000000000000
185,7536,5,1082.000000000000000,90.000000000000000,HAIGHT ASH,5,05,12,9,810.000000000000000,61.000000000000000,1021.000000000000000,17,3537,4.000000000000000,7536,106.000000000000000,992.000000000000000,74.000000000000000,7.000000000000000,20.000000000000000
186,7537,5,974.000000000000000,109.000000000000000,HAIGHT ASH,5,05,12,9,746.000000000000000,89.000000000000000,885.000000000000000,17,3538,0.000000000000000,7537,75.000000000000000,865.000000000000000,40.000000000000000,9.000000000000000,15.000000000000000
187,7538,6,912.000000000000000,87.000000000000000,HAIGHT ASH,5,05,12,9,675.000000000000000,53.000000000000000,859.000000000000000,17,3539,0.000000000000000,7538,96.000000000000000,825.000000000000000,60.000000000000000,3.000000000000000,25.000000000000000
188,7539,4,1176.000000000000000,135.000000000000000,WST ADDITION,5,05,12,9,892.000000000000000,46.000000000000000,1130.000000000000000,17,3541,4.000000000000000,7539,106.000000000000000,1041.000000000000000,87.000000000000000,3.000000000000000,38.000000000000000
189,7541,6,1040.000000000000000,100.000000000000000,WST ADDITION,5,05,12,9,765.000000000000000,47.000000000000000,993.000000000000000,17,3542,3.000000000000000,7541,94.000000000000000,940.000000000000000,92.000000000000000,2.000000000000000,37.000000000000000
190,7542,4,1133.000000000000000,174.000000000000000,WST ADDITION,5,05,12,9,838.000000000000000,78.000000000000000,1055.000000000000000,17,3543,0.000000000000000,7542,82.000000000000000,959.000000000000000,103.000000000000000,5.000000000000000,27.000000000000000
191,7543,8,1268.000000000000000,139.000000000000000,WST ADDITION,5,05,12,9,740.000000000000000,48.000000000000000,1220.000000000000000,17,3803,1.000000000000000,7543,126.000000000000000,1129.000000000000000,252.000000000000000,26.000000000000000,75.000000000000000
192,7544,9,1175.000000000000000,154.000000000000000,WST ADDITION,5,05,12,9,871.000000000000000,67.000000000000000,1108.000000000000000,17,3544,0.000000000000000,7544,114.000000000000000,1021.000000000000000,61.000000000000000,5.000000000000000,57.000000000000000
193,7545,18,1138.000000000000000,135.000000000000000,WST ADDITION,5,05,12,9,763.000000000000000,60.000000000000000,1078.000000000000000,17,3545,5.000000000000000,7545,179.000000000000000,1003.000000000000000,84.000000000000000,8.000000000000000,39.000000000000000
194,7546,6,1237.000000000000000,108.000000000000000,HAIGHT ASH,5,05,12,9,945.000000000000000,66.000000000000000,1171.000000000000000,17,3548,0.000000000000000,7546,128.000000000000000,1129.000000000000000,63.000000000000000,3.000000000000000,32.000000000000000
195,7547,6,1227.000000000000000,114.000000000000000,HAIGHT ASH,5,05,12,9,1004.000000000000000,67.000000000000000,1160.000000000000000,17,3546,1.000000000000000,7547,86.000000000000000,1113.000000000000000,42.000000000000000,5.000000000000000,22.000000000000000
196,7548,7,1335.000000000000000,99.000000000000000,HAIGHT ASH,5,05,12,9,1088.000000000000000,55.000000000000000,1280.000000000000000,17,3547,4.000000000000000,7548,91.000000000000000,1236.000000000000000,73.000000000000000,8.000000000000000,16.000000000000000
197,7549,5,1085.000000000000000,87.000000000000000,INNER SUNSET,5,05,12,9,709.000000000000000,56.000000000000000,1029.000000000000000,17,2515,3.000000000000000,7549,280.000000000000000,998.000000000000000,21.000000000000000,5.000000000000000,11.000000000000000
198,7551,4,900.000000000000000,69.000000000000000,HAIGHT ASH,5,05,12,9,711.000000000000000,42.000000000000000,858.000000000000000,17,3551,3.000000000000000,7551,90.000000000000000,831.000000000000000,34.000000000000000,4.000000000000000,16.000000000000000
199,7552,3,967.000000000000000,86.000000000000000,HAIGHT ASH,5,05,12,9,806.000000000000000,38.000000000000000,929.000000000000000,17,3552,1.000000000000000,7552,59.000000000000000,881.000000000000000,32.000000000000000,10.000000000000000,21.000000000000000
200,7553,2,294.000000000000000,13.000000000000000,INNER SUNSET,5,05,12,9,182.000000000000000,12.000000000000000,282.000000000000000,17,2510,2.000000000000000,7553,90.000000000000000,281.000000000000000,4.000000000000000,1.000000000000000,3.000000000000000
201,7554,3,523.000000000000000,36.000000000000000,INNER SUNSET,5,05,12,9,419.000000000000000,24.000000000000000,499.000000000000000,17,2703,0.000000000000000,7554,60.000000000000000,487.000000000000000,9.000000000000000,0.000000000000000,11.000000000000000
202,7555,10,1083.000000000000000,51.000000000000000,HAIGHT ASH,5,05,12,9,894.000000000000000,60.000000000000000,1023.000000000000000,17,3553,0.000000000000000,7555,88.000000000000000,1032.000000000000000,26.000000000000000,5.000000000000000,10.000000000000000
203,7556,8,960.000000000000000,67.000000000000000,HAIGHT ASH,5,05,12,9,811.000000000000000,46.000000000000000,914.000000000000000,17,3554,2.000000000000000,7556,70.000000000000000,893.000000000000000,19.000000000000000,0.000000000000000,12.000000000000000
204,7557,3,291.000000000000000,11.000000000000000,HAIGHT ASH,5,05,12,9,238.000000000000000,13.000000000000000,278.000000000000000,17,3555,0.000000000000000,7557,28.000000000000000,280.000000000000000,7.000000000000000,0.000000000000000,5.000000000000000
205,7601,6,1930.000000000000000,345.000000000000000,CVC CTR/DWTN,6,06,12,9,813.000000000000000,109.000000000000000,1821.000000000000000,17,3601,8.000000000000000,7601,544.000000000000000,1585.000000000000000,293.000000000000000,23.000000000000000,140.000000000000000
206,7602,3,1827.000000000000000,498.000000000000000,CVC CTR/DWTN,6,06,12,9,759.000000000000000,104.000000000000000,1723.000000000000000,17,3602,5.000000000000000,7602,523.000000000000000,1329.000000000000000,138.000000000000000,23.000000000000000,275.000000000000000
207,7603,2,1808.000000000000000,555.000000000000000,CVC CTR/DWTN,6,06,12,9,910.000000000000000,127.000000000000000,1681.000000000000000,17,3602,2.000000000000000,7603,409.000000000000000,1253.000000000000000,90.000000000000000,15.000000000000000,255.000000000000000
208,7604,2,2034.000000000000000,437.000000000000000,CVC CTR/DWTN,6,06,12,9,900.000000000000000,114.000000000000000,1920.000000000000000,17,3604,3.000000000000000,7604,626.000000000000000,1597.000000000000000,154.000000000000000,15.000000000000000,222.000000000000000
209,7605,3,1674.000000000000000,309.000000000000000,CVC CTR/DWTN,6,06,12,9,736.000000000000000,71.000000000000000,1603.000000000000000,17,3605,7.000000000000000,7605,427.000000000000000,1365.000000000000000,298.000000000000000,19.000000000000000,116.000000000000000
210,7606,8,2255.000000000000000,499.000000000000000,CVC CTR/DWTN,6,06,12,9,939.000000000000000,176.000000000000000,2079.000000000000000,17,3611,5.000000000000000,7606,619.000000000000000,1756.000000000000000,267.000000000000000,21.000000000000000,228.000000000000000
211,7607,2,1891.000000000000000,451.000000000000000,CVC CTR/DWTN,6,06,12,9,799.000000000000000,83.000000000000000,1808.000000000000000,17,3610,5.000000000000000,7607,540.000000000000000,1440.000000000000000,217.000000000000000,18.000000000000000,229.000000000000000
212,7608,1,1215.000000000000000,327.000000000000000,CVC CTR/DWTN,6,06,12,9,268.000000000000000,52.000000000000000,1163.000000000000000,17,3613,11.000000000000000,7608,502.000000000000000,888.000000000000000,146.000000000000000,19.000000000000000,217.000000000000000
213,7609,2,1725.000000000000000,251.000000000000000,CVC CTR/DWTN,6,06,12,9,556.000000000000000,89.000000000000000,1636.000000000000000,17,3614,13.000000000000000,7609,582.000000000000000,1474.000000000000000,352.000000000000000,16.000000000000000,117.000000000000000
214,7611,6,1508.000000000000000,187.000000000000000,CVC CTR/DWTN,6,06,12,9,589.000000000000000,87.000000000000000,1421.000000000000000,17,3606,7.000000000000000,7611,401.000000000000000,1321.000000000000000,319.000000000000000,25.000000000000000,80.000000000000000
215,7612,10,915.000000000000000,141.000000000000000,CVC CTR/DWTN,6,06,12,9,449.000000000000000,42.000000000000000,873.000000000000000,17,3651,3.000000000000000,7612,284.000000000000000,774.000000000000000,57.000000000000000,12.000000000000000,68.000000000000000
216,7613,6,1926.000000000000000,474.000000000000000,CVC CTR/DWTN,6,06,12,9,739.000000000000000,90.000000000000000,1836.000000000000000,17,3617,8.000000000000000,7613,557.000000000000000,1452.000000000000000,241.000000000000000,24.000000000000000,267.000000000000000
217,7614,3,2679.000000000000000,1297.000000000000000,CVC CTR/DWTN,6,06,12,9,1067.000000000000000,118.000000000000000,2561.000000000000000,17,3618,9.000000000000000,7614,466.000000000000000,1382.000000000000000,193.000000000000000,33.000000000000000,793.000000000000000
218,7615,2,1928.000000000000000,525.000000000000000,CVC CTR/DWTN,6,06,12,9,575.000000000000000,87.000000000000000,1841.000000000000000,17,3619,7.000000000000000,7615,876.000000000000000,1403.000000000000000,107.000000000000000,22.000000000000000,254.000000000000000
219,7616,13,973.000000000000000,109.000000000000000,CVC CTR/DWTN,6,06,12,9,648.000000000000000,43.000000000000000,930.000000000000000,17,3616,3.000000000000000,7616,193.000000000000000,864.000000000000000,55.000000000000000,3.000000000000000,28.000000000000000
220,7617,12,3008.000000000000000,556.000000000000000,CVC CTR/DWTN,6,06,12,9,1374.000000000000000,123.000000000000000,2885.000000000000000,17,3621,41.000000000000000,7617,555.000000000000000,2452.000000000000000,614.000000000000000,43.000000000000000,258.000000000000000
221,7618,24,1409.000000000000000,307.000000000000000,MISSION,6,06,12,9,765.000000000000000,92.000000000000000,1317.000000000000000,17,3623,7.000000000000000,7618,277.000000000000000,1102.000000000000000,105.000000000000000,25.000000000000000,138.000000000000000
222,7619,28,1664.000000000000000,296.000000000000000,SOMA,6,06,12,9,676.000000000000000,113.000000000000000,1551.000000000000000,17,3624,12.000000000000000,7619,560.000000000000000,1368.000000000000000,137.000000000000000,30.000000000000000,136.000000000000000
223,7621,7,1763.000000000000000,250.000000000000000,SOMA,6,06,12,9,806.000000000000000,126.000000000000000,1637.000000000000000,17,3625,4.000000000000000,7621,553.000000000000000,1513.000000000000000,147.000000000000000,12.000000000000000,115.000000000000000
224,7622,3,1766.000000000000000,211.000000000000000,SOMA,6,06,12,9,628.000000000000000,73.000000000000000,1693.000000000000000,17,3625,4.000000000000000,7622,557.000000000000000,1555.000000000000000,374.000000000000000,30.000000000000000,100.000000000000000
225,7623,4,1381.000000000000000,181.000000000000000,SOMA,6,06,12,9,411.000000000000000,70.000000000000000,1311.000000000000000,17,3636,8.000000000000000,7623,652.000000000000000,1200.000000000000000,153.000000000000000,15.000000000000000,72.000000000000000
226,7624,16,1581.000000000000000,170.000000000000000,SOMA,6,06,12,9,532.000000000000000,68.000000000000000,1513.000000000000000,17,3626,4.000000000000000,7624,646.000000000000000,1411.000000000000000,241.000000000000000,21.000000000000000,69.000000000000000
227,7625,20,1752.000000000000000,69.000000000000000,SOMA,6,06,12,9,428.000000000000000,31.000000000000000,1721.000000000000000,17,3627,4.000000000000000,7625,1182.000000000000000,1683.000000000000000,90.000000000000000,4.000000000000000,13.000000000000000
228,7626,12,1875.000000000000000,133.000000000000000,SOMA,6,06,12,9,1100.000000000000000,56.000000000000000,1819.000000000000000,17,3657,3.000000000000000,7626,604.000000000000000,1742.000000000000000,50.000000000000000,10.000000000000000,52.000000000000000
229,7627,50,1775.000000000000000,99.000000000000000,SOMA,6,06,12,7,1055.000000000000000,73.000000000000000,1702.000000000000000,17,3628,9.000000000000000,7627,555.000000000000000,1676.000000000000000,57.000000000000000,6.000000000000000,20.000000000000000
230,7628,29,1408.000000000000000,258.000000000000000,MISSION,6,06,12,9,758.000000000000000,76.000000000000000,1332.000000000000000,17,3634,4.000000000000000,7628,278.000000000000000,1150.000000000000000,157.000000000000000,13.000000000000000,122.000000000000000
231,7629,9,1200.000000000000000,160.000000000000000,SOMA,6,06,12,9,687.000000000000000,55.000000000000000,1145.000000000000000,17,3620,2.000000000000000,7629,233.000000000000000,1040.000000000000000,143.000000000000000,16.000000000000000,64.000000000000000
232,7631,7,1312.000000000000000,144.000000000000000,SOMA,6,06,12,9,671.000000000000000,64.000000000000000,1248.000000000000000,17,3630,3.000000000000000,7631,349.000000000000000,1168.000000000000000,152.000000000000000,9.000000000000000,64.000000000000000
233,7632,40,1023.000000000000000,210.000000000000000,SOMA,6,06,12,9,648.000000000000000,68.000000000000000,955.000000000000000,17,3635,2.000000000000000,7632,135.000000000000000,813.000000000000000,70.000000000000000,9.000000000000000,91.000000000000000
234,7633,22,1364.000000000000000,119.000000000000000,SOMA,6,06,12,9,463.000000000000000,54.000000000000000,1310.000000000000000,17,3637,1.000000000000000,7633,732.000000000000000,1245.000000000000000,51.000000000000000,1.000000000000000,62.000000000000000
235,7634,10,1317.000000000000000,89.000000000000000,SOMA,6,06,12,9,508.000000000000000,48.000000000000000,1269.000000000000000,17,3638,0.000000000000000,7634,622.000000000000000,1228.000000000000000,99.000000000000000,6.000000000000000,34.000000000000000
236,7635,22,2440.000000000000000,301.000000000000000,SOMA,6,06,12,7,1084.000000000000000,146.000000000000000,2294.000000000000000,17,3639,14.000000000000000,7635,346.000000000000000,2139.000000000000000,747.000000000000000,37.000000000000000,66.000000000000000
237,7636,15,1847.000000000000000,258.000000000000000,SOMA,6,06,12,7,1013.000000000000000,82.000000000000000,1765.000000000000000,17,3641,4.000000000000000,7636,455.000000000000000,1589.000000000000000,146.000000000000000,14.000000000000000,133.000000000000000
238,7637,13,1559.000000000000000,103.000000000000000,SOMA,6,06,12,7,904.000000000000000,84.000000000000000,1475.000000000000000,17,3653,1.000000000000000,7637,487.000000000000000,1456.000000000000000,54.000000000000000,2.000000000000000,27.000000000000000
239,7638,13,1634.000000000000000,85.000000000000000,SOMA,6,06,12,7,856.000000000000000,79.000000000000000,1555.000000000000000,17,3652,5.000000000000000,7638,660.000000000000000,1549.000000000000000,21.000000000000000,3.000000000000000,10.000000000000000
240,7639,9,1644.000000000000000,81.000000000000000,SOMA,6,06,12,7,941.000000000000000,70.000000000000000,1574.000000000000000,17,3640,0.000000000000000,7639,592.000000000000000,1563.000000000000000,13.000000000000000,3.000000000000000,25.000000000000000
241,7641,11,1364.000000000000000,69.000000000000000,SOMA,6,06,12,7,823.000000000000000,59.000000000000000,1305.000000000000000,17,3648,0.000000000000000,7641,369.000000000000000,1295.000000000000000,82.000000000000000,3.000000000000000,28.000000000000000
242,7642,8,1526.000000000000000,84.000000000000000,SOMA,6,06,12,7,868.000000000000000,62.000000000000000,1464.000000000000000,17,3642,2.000000000000000,7642,515.000000000000000,1442.000000000000000,39.000000000000000,1.000000000000000,39.000000000000000
243,7643,9,1487.000000000000000,127.000000000000000,POTRERO HILL,6,06,12,7,617.000000000000000,85.000000000000000,1402.000000000000000,17,3658,2.000000000000000,7643,653.000000000000000,1360.000000000000000,76.000000000000000,11.000000000000000,43.000000000000000
244,7644,10,2147.000000000000000,285.000000000000000,POTRERO HILL,6,06,12,7,1042.000000000000000,93.000000000000000,2054.000000000000000,17,3654,3.000000000000000,7644,764.000000000000000,1862.000000000000000,105.000000000000000,7.000000000000000,133.000000000000000
245,7645,5,1573.000000000000000,124.000000000000000,POTRERO HILL,6,06,12,7,1063.000000000000000,52.000000000000000,1521.000000000000000,17,3654,4.000000000000000,7645,336.000000000000000,1449.000000000000000,68.000000000000000,10.000000000000000,40.000000000000000
246,7646,39,1922.000000000000000,124.000000000000000,POTRERO HILL,6,06,12,7,960.000000000000000,104.000000000000000,1818.000000000000000,17,3643,1.000000000000000,7646,757.000000000000000,1798.000000000000000,58.000000000000000,6.000000000000000,36.000000000000000
247,7647,36,2119.000000000000000,519.000000000000000,SOMA,6,06,12,7,644.000000000000000,226.000000000000000,1893.000000000000000,17,3631,20.000000000000000,7647,372.000000000000000,1600.000000000000000,616.000000000000000,35.000000000000000,206.000000000000000
248,7648,22,171.000000000000000,27.000000000000000,SOMA,6,06,12,7,129.000000000000000,12.000000000000000,159.000000000000000,17,3655,0.000000000000000,7648,14.000000000000000,144.000000000000000,9.000000000000000,0.000000000000000,7.000000000000000
249,7701,8,1316.000000000000000,73.000000000000000,W TWIN PKS,7,07,12,9,808.000000000000000,52.000000000000000,1264.000000000000000,17,2707,4.000000000000000,7701,399.000000000000000,1243.000000000000000,33.000000000000000,1.000000000000000,19.000000000000000
250,7702,15,765.000000000000000,61.000000000000000,W TWIN PKS,7,07,12,9,415.000000000000000,34.000000000000000,731.000000000000000,17,2708,0.000000000000000,7702,273.000000000000000,704.000000000000000,13.000000000000000,2.000000000000000,28.000000000000000
251,7704,11,1099.000000000000000,108.000000000000000,W TWIN PKS,7,07,12,9,667.000000000000000,67.000000000000000,1032.000000000000000,17,2717,0.000000000000000,7704,332.000000000000000,991.000000000000000,16.000000000000000,8.000000000000000,9.000000000000000
252,7705,11,723.000000000000000,44.000000000000000,W TWIN PKS,7,07,12,9,467.000000000000000,37.000000000000000,686.000000000000000,17,2709,0.000000000000000,7705,207.000000000000000,679.000000000000000,6.000000000000000,0.000000000000000,6.000000000000000
253,7706,13,1092.000000000000000,106.000000000000000,W TWIN PKS,7,07,12,8,738.000000000000000,68.000000000000000,1024.000000000000000,17,2736,0.000000000000000,7706,235.000000000000000,986.000000000000000,21.000000000000000,0.000000000000000,30.000000000000000
254,7707,14,1135.000000000000000,108.000000000000000,W TWIN PKS,7,07,12,8,750.000000000000000,46.000000000000000,1089.000000000000000,17,2737,1.000000000000000,7707,288.000000000000000,1027.000000000000000,25.000000000000000,2.000000000000000,23.000000000000000
255,7708,10,1232.000000000000000,120.000000000000000,W TWIN PKS,7,07,12,8,730.000000000000000,95.000000000000000,1137.000000000000000,17,2742,0.000000000000000,7708,351.000000000000000,1112.000000000000000,31.000000000000000,1.000000000000000,24.000000000000000
256,7709,4,544.000000000000000,80.000000000000000,W TWIN PKS,7,07,12,8,308.000000000000000,40.000000000000000,504.000000000000000,17,2743,2.000000000000000,7709,148.000000000000000,464.000000000000000,19.000000000000000,1.000000000000000,26.000000000000000
257,7711,11,1129.000000000000000,132.000000000000000,W TWIN PKS,7,07,12,8,629.000000000000000,89.000000000000000,1040.000000000000000,17,3701,4.000000000000000,7711,313.000000000000000,997.000000000000000,51.000000000000000,1.000000000000000,42.000000000000000
258,7712,9,748.000000000000000,121.000000000000000,W TWIN PKS,7,07,12,9,421.000000000000000,38.000000000000000,710.000000000000000,17,3703,5.000000000000000,7712,216.000000000000000,627.000000000000000,28.000000000000000,2.000000000000000,38.000000000000000
259,7801,12,1182.000000000000000,89.000000000000000,UPRMKT/EURKA,8,08,12,9,1022.000000000000000,39.000000000000000,1143.000000000000000,17,3808,1.000000000000000,7801,82.000000000000000,1093.000000000000000,18.000000000000000,1.000000000000000,19.000000000000000
260,7802,7,1043.000000000000000,76.000000000000000,UPRMKT/EURKA,8,08,12,9,871.000000000000000,45.000000000000000,998.000000000000000,17,3801,1.000000000000000,7802,87.000000000000000,967.000000000000000,20.000000000000000,1.000000000000000,18.000000000000000
261,7803,9,1049.000000000000000,73.000000000000000,UPRMKT/EURKA,8,08,12,9,884.000000000000000,52.000000000000000,997.000000000000000,17,3809,1.000000000000000,7803,86.000000000000000,976.000000000000000,7.000000000000000,3.000000000000000,16.000000000000000
262,7804,9,1112.000000000000000,86.000000000000000,UPRMKT/EURKA,8,08,12,9,948.000000000000000,31.000000000000000,1081.000000000000000,17,3809,2.000000000000000,7804,100.000000000000000,1026.000000000000000,15.000000000000000,0.000000000000000,16.000000000000000
263,7805,8,966.000000000000000,94.000000000000000,UPRMKT/EURKA,8,08,12,9,781.000000000000000,50.000000000000000,916.000000000000000,17,3805,0.000000000000000,7805,80.000000000000000,872.000000000000000,17.000000000000000,9.000000000000000,29.000000000000000
