precinctid,no,under_vote,precincts,ballots_cast,over_vote,registration,yes
1101,156,23,1,446,0,586,262
1102,251,54,1,810,0,996,502
1103,255,62,1,781,0,971,459
1104,245,77,1,763,0,991,443
1106,223,46,1,600,1,808,323
1107,173,35,1,506,0,781,293
1108,230,62,1,744,0,951,446
1109,224,54,1,617,0,809,334
1111,258,72,1,717,0,1031,378
1112,219,57,1,557,0,765,274
1113,234,38,1,547,0,713,268
1114,253,84,1,741,0,971,401
1115,256,75,1,746,0,910,408
1116,233,68,1,636,1,913,331
1117,209,53,1,644,1,886,374
1118,253,51,1,776,0,1031,464
1119,178,45,1,587,0,783,360
1121,231,45,1,525,0,691,248
1122,217,42,1,482,0,658,221
1123,226,58,1,646,1,954,359
1124,191,57,1,556,0,831,301
1125,296,78,1,745,0,1029,369
1126,260,70,1,701,0,954,363
1127,267,68,1,685,0,911,349
1128,248,85,1,686,1,907,347
1129,298,68,1,703,0,951,333
1131,250,64,1,574,0,853,256
1132,265,75,1,721,0,982,373
1133,246,64,1,661,1,870,342
1134,248,50,1,593,0,793,294
1135,159,28,1,421,0,521,231
1136,286,54,1,669,0,857,326
1141,271,58,1,812,0,1047,481
1142,246,58,1,667,0,858,350
1143,246,67,1,801,0,1056,481
1144,239,56,1,713,0,928,418
1145,234,63,1,753,0,931,448
1146,287,70,1,791,1,1036,429
1147,252,42,1,734,0,927,434
1148,274,69,1,727,0,992,379
1149,266,53,1,747,0,950,424
1151,0,0,1,0,0,0,0
1152,268,48,1,671,0,898,352
1153,267,66,1,749,1,961,407
1154,0,0,1,0,0,0,0
7001,133,31,1,559,0,742,393
7002,256,64,1,997,0,1225,674
7003,149,45,1,834,0,927,638
7004,149,41,1,808,0,896,609
7005,129,45,1,755,0,853,576
7006,132,44,1,799,0,966,620
7007,129,42,1,870,0,987,689
7008,132,30,1,820,0,882,648
7009,137,50,1,750,0,931,561
7011,124,58,1,621,0,1063,435
7012,177,41,1,925,0,1034,698
7013,112,30,1,640,0,733,495
7014,171,50,1,928,1,1073,701
7015,16,6,1,81,0,113,59
7016,202,58,1,593,1,977,332
7017,105,41,1,469,0,786,324
7018,271,59,1,672,1,992,338
7019,214,46,1,696,0,945,432
7021,155,49,1,631,0,993,420
7022,163,66,1,667,0,1032,427
7023,174,55,1,671,0,938,433
7024,35,7,1,119,0,309,76
7025,61,22,1,266,0,505,181
7026,320,65,1,700,0,1022,303
7027,160,59,1,577,0,879,352
7028,137,39,1,544,1,900,365
7029,131,50,1,525,0,924,341
7030,262,55,1,558,0,787,239
7031,144,43,1,392,0,511,200
7032,158,52,1,589,2,938,372
7033,156,55,1,546,0,814,334
7034,137,50,1,515,0,954,325
7035,90,20,1,341,0,476,230
7036,232,62,1,596,0,967,302
7037,117,43,1,379,0,840,218
7038,242,60,1,595,1,960,290
7039,257,48,1,625,0,831,320
7041,14,5,1,42,0,62,24
7042,190,44,1,514,1,697,277
7043,186,50,1,640,0,990,399
7044,133,26,1,415,0,867,257
7045,241,42,1,531,1,803,246
7046,121,26,1,319,0,435,168
7047,242,53,1,602,1,858,300
7048,205,55,1,518,0,877,254
7049,225,62,1,534,0,829,243
7051,270,65,1,612,1,909,271
7052,289,62,1,675,0,894,321
7053,189,36,1,462,0,552,229
7054,185,71,1,683,0,1068,424
7101,18,8,1,126,0,150,99
7201,229,73,1,868,1,983,552
7202,235,41,1,752,0,885,466
7203,212,56,1,840,0,950,555
7204,207,59,1,833,0,933,558
7205,213,49,1,815,2,903,546
7206,98,17,1,340,0,390,225
7207,162,52,1,595,0,712,374
7208,140,49,1,539,0,635,342
7209,128,33,1,491,0,563,325
7301,273,90,1,813,0,1080,445
7302,226,72,1,732,0,862,431
7303,211,71,1,851,0,1032,568
7304,250,62,1,828,0,993,514
7305,199,51,1,772,0,906,507
7306,233,98,1,882,0,1076,525
7307,153,60,1,674,1,826,450
7308,108,38,1,548,0,641,397
7309,190,59,1,764,1,897,506
7311,198,79,1,853,1,986,564
7312,207,66,1,768,0,874,489
7313,252,77,1,798,0,1001,458
7314,179,86,1,511,1,833,235
7315,177,52,1,597,0,783,357
7316,183,73,1,661,0,893,402
7317,250,53,1,743,0,938,430
7318,198,83,1,689,0,788,398
7319,280,86,1,908,0,1123,534
7321,189,37,1,493,0,683,261
7322,213,116,1,526,0,937,194
7323,217,69,1,727,0,888,430
7324,188,62,1,601,0,756,341
7325,227,79,1,792,1,973,473
7326,231,62,1,749,0,922,445
7327,185,79,1,434,0,762,169
7328,218,141,1,617,0,1024,261
7329,153,49,1,454,1,607,248
7331,238,62,1,793,0,933,481
7332,176,45,1,718,0,889,489
7333,242,74,1,888,0,1101,558
7334,205,76,1,774,0,963,483
7335,257,51,1,894,0,1002,572
7336,262,79,1,883,0,1017,533
7337,218,64,1,755,0,944,467
7338,225,113,1,695,0,1005,351
7339,140,42,1,495,0,660,308
7341,202,72,1,765,0,974,481
7342,197,47,1,791,0,1034,541
7343,137,52,1,618,0,746,425
7344,234,75,1,916,0,1143,601
7345,193,75,1,891,0,1186,613
7346,177,54,1,762,1,991,527
7347,177,74,1,841,0,1085,577
7348,191,51,1,647,0,957,393
7349,191,73,1,771,1,1006,495
7501,131,38,1,522,0,574,346
7502,172,51,1,694,1,808,465
7503,156,48,1,688,0,808,478
7504,87,51,1,420,0,503,272
7505,188,68,1,762,1,915,492
7506,207,58,1,798,1,1018,518
7507,176,48,1,631,1,992,403
7508,168,53,1,606,1,735,383
7509,188,66,1,825,0,1006,561
7512,130,52,1,493,0,638,308
7513,137,74,1,601,0,836,388
7514,113,70,1,544,0,886,360
7515,185,57,1,710,0,898,464
7516,200,76,1,759,0,907,477
7517,145,35,1,826,1,956,636
7518,125,38,1,858,1,993,689
7519,115,42,1,676,0,802,507
7521,112,41,1,726,0,854,563
7522,109,32,1,742,0,848,595
7523,95,27,1,689,0,821,564
7524,80,34,1,532,0,728,414
7525,98,33,1,636,0,870,496
7526,127,61,1,858,0,999,661
7527,127,46,1,624,1,773,440
7529,118,58,1,860,0,992,679
7531,112,47,1,805,1,954,640
7532,134,62,1,741,0,886,544
7533,133,45,1,910,0,1025,719
7534,114,31,1,775,1,967,624
7535,114,35,1,711,1,807,554
7536,97,43,1,775,0,895,627
7537,92,35,1,664,0,783,529
7538,99,33,1,736,0,831,597
7539,111,32,1,821,0,978,676
