precinctid,no,under_vote,precincts,ballots_cast,over_vote,registration,yes
1101,246,34,1,446,0,586,161
1102,473,70,1,810,0,996,264
1103,423,69,1,781,0,971,284
1104,398,80,1,763,0,991,287
1106,327,64,1,600,0,808,202
1107,269,49,1,506,0,781,183
1108,368,83,1,744,0,951,287
1109,326,75,1,617,0,809,211
1111,352,92,1,717,2,1031,262
1112,268,56,1,557,0,765,226
1113,270,62,1,547,0,713,208
1114,376,86,1,741,0,971,276
1115,362,83,1,746,0,910,294
1116,303,71,1,636,0,913,259
1117,318,70,1,644,0,886,249
1118,375,64,1,776,1,1031,328
1119,271,54,1,587,2,783,256
1121,258,57,1,525,0,691,209
1122,227,62,1,482,0,658,191
1123,300,65,1,646,1,954,278
1124,261,68,1,556,0,831,220
1125,333,101,1,745,0,1029,309
1126,331,72,1,701,1,954,289
1127,297,69,1,685,0,911,318
1128,306,91,1,686,0,907,284
1129,311,101,1,703,0,951,287
1131,248,75,1,574,1,853,246
1132,312,103,1,721,3,982,295
1133,324,75,1,661,0,870,254
1134,251,76,1,593,0,793,265
1135,225,34,1,421,1,521,158
1136,332,65,1,669,0,857,269
1141,443,85,1,812,0,1047,282
1142,320,80,1,667,0,858,254
1143,384,72,1,801,0,1056,338
1144,341,64,1,713,0,928,308
1145,420,62,1,753,0,931,263
1146,363,81,1,791,0,1036,343
1147,369,71,1,734,0,927,288
1148,355,83,1,727,1,992,283
1149,391,73,1,747,2,950,277
1151,0,0,1,0,0,0,0
1152,331,66,1,671,0,898,271
1153,368,75,1,749,0,961,298
1154,0,0,1,0,0,0,0
7001,374,42,1,559,0,742,141
7002,645,77,1,997,0,1225,272
7003,596,65,1,834,1,927,170
7004,591,54,1,808,0,896,154
7005,572,46,1,755,1,853,131
7006,583,51,1,799,1,966,161
7007,614,70,1,870,0,987,176
7008,576,64,1,820,0,882,170
7009,492,66,1,750,0,931,190
7011,355,57,1,621,0,1063,205
7012,646,62,1,925,1,1034,207
7013,469,43,1,640,1,733,124
7014,658,75,1,928,1,1073,189
7015,51,7,1,81,0,113,23
7016,300,70,1,593,0,977,223
7017,210,48,1,469,0,786,212
7018,329,90,1,672,1,992,249
7019,351,82,1,696,1,945,258
7021,320,58,1,631,2,993,244
7022,314,75,1,667,0,1032,267
7023,326,71,1,671,1,938,264
7024,28,11,1,119,0,309,79
7025,126,26,1,266,0,505,112
7026,305,96,1,700,0,1022,287
7027,241,85,1,577,1,879,244
7028,259,44,1,544,1,900,238
7029,236,58,1,525,1,924,227
7030,238,66,1,558,1,787,251
7031,194,51,1,392,1,511,141
7032,273,66,1,589,2,938,243
7033,249,61,1,546,0,814,235
7034,203,42,1,515,0,954,267
7035,182,25,1,341,0,476,133
7036,221,60,1,596,0,967,315
7037,112,57,1,379,0,840,209
7038,231,83,1,595,1,960,278
7039,321,67,1,625,0,831,237
7041,22,4,1,42,0,62,17
7042,240,50,1,514,0,697,222
7043,323,60,1,640,0,990,252
7044,159,40,1,415,1,867,216
7045,246,60,1,531,0,803,224
7046,167,34,1,319,0,435,114
7047,277,81,1,602,0,858,238
7048,205,66,1,518,0,877,243
7049,213,79,1,534,0,829,238
7051,273,76,1,612,0,909,258
7052,299,83,1,675,0,894,290
7053,217,39,1,462,0,552,198
7054,323,67,1,683,1,1068,289
7101,80,11,1,126,0,150,34
7201,551,71,1,868,1,983,232
7202,463,59,1,752,0,885,220
7203,529,67,1,840,1,950,226
7204,539,77,1,833,1,933,207
7205,521,53,1,815,2,903,234
7206,212,27,1,340,0,390,101
7207,354,57,1,595,0,712,177
7208,323,46,1,539,0,635,162
7209,316,43,1,491,0,563,127
7301,445,106,1,813,0,1080,257
7302,409,93,1,732,0,862,227
7303,538,74,1,851,0,1032,238
7304,549,81,1,828,0,993,196
7305,479,77,1,772,0,906,201
7306,505,116,1,882,1,1076,234
7307,418,77,1,674,0,826,169
7308,370,51,1,548,2,641,120
7309,487,68,1,764,0,897,201
7311,506,87,1,853,0,986,249
7312,487,86,1,768,0,874,189
7313,452,103,1,798,0,1001,232
7314,217,103,1,511,1,833,180
7315,357,53,1,597,0,783,176
7316,380,94,1,661,0,893,184
7317,467,73,1,743,2,938,191
7318,391,90,1,689,0,788,198
7319,578,92,1,908,0,1123,230
7321,286,59,1,493,0,683,142
7322,183,149,1,526,1,937,190
7323,425,86,1,727,1,888,204
7324,346,76,1,601,0,756,169
7325,473,103,1,792,0,973,204
7326,447,88,1,749,0,922,203
7327,196,95,1,434,0,762,142
7328,246,168,1,617,2,1024,204
7329,239,62,1,454,0,607,150
7331,453,98,1,793,0,933,230
7332,456,70,1,718,1,889,183
7333,540,100,1,888,0,1101,234
7334,468,80,1,774,0,963,216
7335,578,66,1,894,0,1002,236
7336,530,82,1,883,1,1017,261
7337,461,73,1,755,0,944,215
7338,341,134,1,695,0,1005,214
7339,298,51,1,495,2,660,139
7341,462,82,1,765,1,974,210
7342,509,61,1,791,0,1034,215
7343,374,73,1,618,1,746,166
7344,561,80,1,916,1,1143,268
7345,580,77,1,891,0,1186,224
7346,506,58,1,762,0,991,195
7347,544,72,1,841,0,1085,212
7348,364,64,1,647,0,957,207
7349,437,87,1,771,0,1006,236
7501,314,55,1,522,0,574,146
7502,452,45,1,694,1,808,191
7503,405,63,1,688,0,808,214
7504,235,51,1,420,0,503,124
7505,436,86,1,762,1,915,226
7506,475,73,1,798,0,1018,236
7507,327,71,1,631,1,992,229
7508,352,69,1,606,1,735,183
7509,508,86,1,825,1,1006,220
7512,325,47,1,493,1,638,117
7513,344,70,1,601,1,836,184
7514,242,81,1,544,1,886,219
7515,415,75,1,710,0,898,216
7516,441,98,1,759,1,907,213
7517,591,64,1,826,0,956,162
7518,599,57,1,858,2,993,195
7519,485,43,1,676,0,802,136
7521,515,49,1,726,0,854,152
7522,535,50,1,742,0,848,151
7523,506,41,1,689,0,821,139
7524,365,38,1,532,0,728,125
7525,399,38,1,636,1,870,189
7526,616,69,1,858,0,999,164
7527,403,53,1,624,0,773,158
7529,647,68,1,860,1,992,139
7531,593,60,1,805,1,954,146
7532,503,70,1,741,2,886,165
7533,676,54,1,910,0,1025,167
7534,574,49,1,775,0,967,147
7535,529,49,1,711,0,807,126
7536,550,64,1,775,0,895,153
7537,487,52,1,664,2,783,115
7538,538,44,1,736,0,831,147
7539,637,47,1,821,0,978,135
7541,559,43,1,728,1,865,120
7542,580,42,1,756,0,906,132
7543,576,67,1,806,0,993,158
7544,584,63,1,821,0,962,170
7545,594,66,1,833,1,970,164
7546,580,64,1,817,0,935,162
7547,588,78,1,837,0,1057,162
7548,669,54,1,894,2,1135,163
7549,475,69,1,734,0,854,184
7551,467,55,1,669,1,762,142
7552,462,57,1,678,0,756,150
7553,93,18,1,168,0,187,56
7554,522,55,1,769,0,859,180
7555,599,69,1,846,0,893,170
7556,667,56,1,906,0,1008,175
7601,342,66,1,588,0,929,174
7602,424,64,1,689,1,962,197
7603,445,52,1,690,0,888,191
7604,408,62,1,677,0,989,201
7605,222,60,1,428,0,771,146
7606,379,68,1,640,0,992,189
7607,414,74,1,710,0,1055,215
7608,93,55,1,244,0,456,95
7609,184,127,1,551,0,1051,236
7611,200,75,1,479,0,898,200
7612,237,58,1,418,0,668,119
7613,324,73,1,617,1,1015,213
7614,487,66,1,793,1,1177,236
7615,221,81,1,528,0,1020,221
7616,548,64,1,807,0,981,189
7617,215,80,1,516,1,898,212
7618,457,51,1,689,0,948,180
7619,956,146,1,1485,0,1971,380
7621,477,73,1,800,0,1082,244
7622,261,69,1,534,0,1007,198
7623,245,52,1,467,0,839,163
7624,298,68,1,565,0,1074,196
7625,257,122,1,617,0,896,229
7626,652,78,1,1011,0,1177,274
7627,812,127,1,1326,1,1586,370
7628,498,57,1,720,0,1006,162
7629,420,48,1,577,0,837,102
7631,610,83,1,915,1,1143,217
7632,405,25,1,532,0,727,98
7633,327,71,1,574,0,731,175
7634,358,93,1,706,1,1017,251
7635,421,49,1,643,0,868,167
7636,526,63,1,784,0,993,191
7637,723,101,1,1151,0,1361,322
7638,725,112,1,1135,0,1285,288
7639,604,65,1,891,0,1011,211
7641,486,68,1,795,0,977,232
7642,414,123,1,810,0,967,261
7643,404,102,1,758,0,959,250
7644,566,86,1,925,1,1111,264
7645,367,62,1,587,1,669,151
7646,1212,153,1,1893,2,2163,507
7647,326,52,1,598,0,1028,216
7648,2,1,1,3,0,4,1
7701,571,88,1,914,1,1049,241
7702,393,69,1,663,1,775,198
7703,23,23,1,100,0,178,50
7704,560,75,1,881,0,1006,239
7705,309,42,1,495,0,554,140
7706,508,62,1,773,0,853,203
7707,500,60,1,784,2,854,212
7708,478,78,1,783,2,894,213
7709,232,26,1,354,0,390,93
7711,424,68,1,685,0,789,187
7712,361,36,1,518,3,577,113
7801,731,59,1,964,0,975,168
7802,513,36,1,723,0,760,168
7803,566,51,1,774,1,827,149
7804,654,71,1,876,0,932,146
7805,598,41,1,761,0,852,119
7806,507,41,1,663,2,746,109
7807,551,36,1,671,1,774,80
7808,450,38,1,578,0,702,87
7809,793,80,1,1091,0,1234,208
7811,528,39,1,696,0,806,123
7812,555,59,1,752,1,892,132
7813,712,59,1,943,1,1061,160
7814,366,63,1,667,1,919,229
7815,669,60,1,879,0,967,145
7816,648,42,1,823,0,896,129
7817,567,32,1,711,0,804,109
7818,590,46,1,787,1,889,146
7819,483,55,1,682,1,809,138
7821,687,60,1,916,0,998,164
7822,599,56,1,776,0,951,119
7823,656,35,1,806,0,928,111
7824,490,44,1,665,0,794,124
7825,406,33,1,521,0,578,81
7826,491,36,1,633,0,709,102
7827,540,69,1,758,1,931,140
7828,680,54,1,924,1,1053,185
7829,629,47,1,841,0,904,162
7831,643,36,1,803,0,906,121
7832,570,45,1,759,0,824,140
7833,535,40,1,710,0,785,129
7834,578,58,1,775,0,901,131
7835,552,41,1,785,1,863,182
7836,627,67,1,903,0,990,205
7837,592,62,1,840,0,934,178
7838,619,57,1,839,0,933,164
7839,548,53,1,785,0,869,172
7841,612,50,1,839,0,947,167
7842,630,47,1,864,0,960,178
7843,490,40,1,679,1,802,145
7844,424,42,1,594,0,682,126
7845,518,68,1,783,1,869,193
7846,570,60,1,814,1,925,174
7847,594,55,1,843,0,960,190
7848,577,73,1,818,1,905,163
7849,652,47,1,864,0,967,164
7851,315,41,1,472,1,528,112
7852,400,29,1,584,0,644,150
7853,476,46,1,770,0,896,241
7854,587,65,1,825,0,933,168
7855,615,69,1,870,1,968,179
7856,545,66,1,769,1,849,146
7857,644,45,1,854,0,963,157
7858,481,53,1,674,1,791,135
7859,622,55,1,834,1,915,156
7861,512,56,1,776,1,881,190
7862,571,50,1,815,0,923,188
7863,549,59,1,819,1,939,203
7864,500,50,1,703,0,815,154
7865,515,56,1,754,0,853,174
7866,458,65,1,746,1,831,217
7867,522,58,1,822,0,946,240
7868,488,41,1,764,1,901,225
7869,539,48,1,789,1,874,198
7871,537,59,1,804,1,909,203
7872,586,45,1,819,1,902,186
7873,565,56,1,788,1,874,162
7874,260,32,1,408,2,482,114
7875,329,47,1,525,0,628,145
7901,644,81,1,952,1,1286,223
7902,573,66,1,842,0,1064,193
7903,392,62,1,652,1,929,190
7904,482,52,1,694,0,926,153
7905,507,54,1,718,0,851,152
7906,474,41,1,653,2,854,134
7907,554,70,1,834,0,991,204
7908,578,80,1,872,1,1008,210
7909,455,51,1,644,0,787,136
7911,521,56,1,734,0,907,156
7912,586,85,1,874,1,1090,192
7913,567,54,1,800,0,964,174
7914,516,60,1,752,1,895,171
7915,495,50,1,716,0,892,164
7916,562,61,1,768,0,953,143
7917,598,50,1,868,0,1073,213
7918,498,38,1,697,1,860,157
7919,530,60,1,767,0,928,176
7921,377,62,1,694,1,970,251
7922,489,56,1,705,0,884,152
7923,466,43,1,689,1,930,178
7924,450,54,1,696,0,883,190
7925,323,35,1,483,3,591,118
7926,473,56,1,695,0,820,157
7927,517,45,1,688,0,782,122
7928,618,56,1,849,2,976,165
7929,567,45,1,780,1,871,163
7931,485,50,1,687,0,765,144
7932,336,41,1,482,0,557,117
7933,3,0,1,7,0,8,4
7934,562,46,1,772,0,888,158
7935,639,52,1,851,1,949,157
7936,557,48,1,764,0,876,150
7937,530,69,1,780,0,909,174
7938,428,43,1,636,0,808,160
7939,435,46,1,593,0,674,105
7941,417,65,1,655,1,790,169
7942,488,59,1,769,1,950,209
7943,455,78,1,780,0,938,247
7944,476,46,1,692,0,830,167
7945,403,66,1,663,1,926,187
7946,361,81,1,716,0,976,268
7947,340,90,1,717,1,964,280
7948,408,79,1,721,0,933,223
7949,211,50,1,433,0,594,168
7951,309,90,1,645,0,841,245
7952,358,59,1,651,1,865,226
7953,362,69,1,677,0,853,249
7954,0,0,1,0,0,0,0
7955,345,78,1,684,0,899,252
7956,302,65,1,579,1,779,207
7957,286,54,1,524,0,664,181
7958,96,18,1,199,0,291,83
9001,98,16,1,197,0,269,83
9101,420,83,1,740,0,899,228
9102,475,90,1,817,0,989,243
9103,455,79,1,786,0,971,244
9104,455,87,1,795,0,1004,243
9105,454,95,1,817,0,975,264
9106,506,83,1,819,1,938,216
9107,413,59,1,679,1,859,194
9108,424,75,1,691,0,815,186
9109,470,62,1,749,1,875,208
9111,393,77,1,637,1,785,160
9112,496,77,1,804,0,975,225
9113,572,69,1,853,0,1008,203
9114,456,89,1,749,0,913,200
9115,474,78,1,761,1,948,199
9116,540,75,1,811,0,986,185
9117,392,67,1,670,0,785,208
9118,430,93,1,780,1,987,252
9119,442,86,1,744,0,911,212
9121,451,68,1,758,1,950,229
9122,447,92,1,769,0,976,226
9123,432,76,1,740,1,902,227
9124,433,75,1,730,0,940,214
9125,420,85,1,740,0,911,226
9126,490,90,1,820,1,978,236
9127,488,94,1,819,0,985,231
9128,435,85,1,727,1,859,200
9129,378,58,1,621,0,772,178
9131,400,76,1,661,0,806,180
9132,429,76,1,701,0,898,194
9133,556,88,1,888,0,1083,240
9134,464,87,1,767,0,937,207
9135,392,68,1,652,1,831,184
9136,482,82,1,788,1,952,217
9137,435,93,1,785,1,977,244
9138,422,81,1,771,0,930,262
9139,507,78,1,831,0,1004,236
9141,463,83,1,794,0,963,242
9142,496,75,1,843,1,1003,260
9143,421,89,1,747,1,921,227
9144,518,80,1,832,0,983,226
9145,470,72,1,753,0,889,204
9146,516,87,1,799,0,929,191
9147,519,68,1,818,0,983,225
9148,594,78,1,869,0,1007,189
