precinctid,no,under_vote,precincts,ballots_cast,over_vote,registration,yes
1101,259,22,1,446,0,586,161
1102,462,42,1,810,0,996,303
1103,441,40,1,781,0,971,297
1104,415,44,1,763,0,991,307
1106,316,42,1,600,0,808,235
1107,267,29,1,506,0,781,203
1108,407,42,1,744,0,951,292
1109,343,36,1,617,0,809,234
1111,353,43,1,717,0,1031,313
1112,270,41,1,557,0,765,239
1113,282,32,1,547,0,713,224
1114,400,64,1,741,0,971,277
1115,386,50,1,746,0,910,308
1116,301,44,1,636,0,913,286
1117,333,30,1,644,1,886,272
1118,388,47,1,776,0,1031,335
1119,291,46,1,587,0,783,245
1121,279,24,1,525,1,691,222
1122,249,25,1,482,1,658,203
1123,316,41,1,646,1,954,286
1124,253,45,1,556,0,831,252
1125,340,60,1,745,0,1029,340
1126,340,51,1,701,0,954,300
1127,356,38,1,685,1,911,293
1128,294,57,1,686,0,907,327
1129,332,57,1,703,0,951,314
1131,276,40,1,574,1,853,254
1132,359,52,1,721,0,982,301
1133,352,45,1,661,0,870,256
1134,315,38,1,593,0,793,237
1135,234,32,1,421,1,521,153
1136,333,43,1,669,0,857,289
1141,422,44,1,812,0,1047,343
1142,362,46,1,667,0,858,247
1143,430,51,1,801,0,1056,314
1144,394,47,1,713,0,928,272
1145,416,40,1,753,1,931,287
1146,380,53,1,791,0,1036,357
1147,414,43,1,734,0,927,273
1148,405,43,1,727,0,992,276
1149,393,55,1,747,1,950,295
1151,0,0,1,0,0,0,0
1152,362,38,1,671,0,898,272
1153,390,43,1,749,1,961,305
1154,0,0,1,0,0,0,0
7001,317,39,1,559,0,742,201
7002,503,53,1,997,0,1225,440
7003,535,43,1,834,1,927,252
7004,484,50,1,808,2,896,262
7005,466,54,1,755,2,853,226
7006,501,43,1,799,0,966,252
7007,536,48,1,870,0,987,276
7008,528,37,1,820,1,882,246
7009,439,51,1,750,1,931,254
7011,348,36,1,621,0,1063,233
7012,567,50,1,925,1,1034,301
7013,387,35,1,640,1,733,213
7014,523,54,1,928,3,1073,343
7015,48,0,1,81,0,113,32
7016,326,44,1,593,0,977,222
7017,227,42,1,469,0,786,201
7018,332,60,1,672,0,992,277
7019,367,44,1,696,0,945,283
